CourseSectionOrigID,Bb_UserPK,Gradebook_Item,Grade_Category,FinalGradeCEMS,Points_Possible,Points_Earned,Gender
OcnA-S216-02,95624,0.2 Introduce Yourself,Hw,87.12730318,30,21.38,F
OcnA-S216-02,95624,0.3: Intro Assignment - Submitting Files,Hw,87.12730318,5,NA,M
OcnA-S216-02,95624,1.1 Quiz,Qz,87.12730318,28,18,F
OcnA-S216-02,95624,1.2 Effect of Environment Gizmo,Hw,87.12730318,10,10,M
OcnA-S216-02,95624,1.2 - 1.3 Quiz,Qz,87.12730318,12,NA,F
OcnA-S216-02,95624,Unit 1 Project,Hw,87.12730318,5,5,F
OcnA-S216-02,95624,Unit 1 Test,Qz,87.12730318,10,9.13,F
OcnA-S216-02,95624,PROGRESS CHECK 1 @ 02-18-16,NA,87.12730318,10,10,F
OcnA-S216-02,95624,2.1 Significant Events,Hw,87.12730318,30,NA,F
OcnA-S216-02,95624,2.2 Ocean Mapping Gizmo,Hw,87.12730318,5,4,F
OcnA-S216-02,95624,2.1 - 2.3 Quiz,Qz,87.12730318,20,NA,M
OcnA-S216-02,95624,2.4 - 2.5 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,Unit 2 Project,Hw,87.12730318,5,4,M
OcnA-S216-02,95624,Unit 2 Test,Qz,87.12730318,140,130,F
OcnA-S216-02,95624,3.1 Big Bang Theory Discussion,Hw,87.12730318,5,5,F
OcnA-S216-02,95624,3.1 - 3.2 Quiz,Qz,87.12730318,10,9,M
OcnA-S216-02,95624,3.3 Quiz,Qz,87.12730318,20,18,F
OcnA-S216-02,95624,Unit 3 Project,Hw,87.12730318,5,5,F
OcnA-S216-02,95624,Unit 3 Test,Qz,87.12730318,10,6,F
OcnA-S216-02,95624,PROGRESS CHECK 2 @ 03-16-16,NA,87.12730318,15,9,F
OcnA-S216-02,95624,4.1 What is Life Essay,Hw,87.12730318,30,26,F
OcnA-S216-02,95624,4.1 - 4.2 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,4.3 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,4.4 Quiz,Qz,87.12730318,5,5,F
OcnA-S216-02,95624,Unit 4 Project,Hw,87.12730318,5,NA,F
OcnA-S216-02,95624,Unit 4 Test,Qz,87.12730318,5,3,F
OcnA-S216-02,95624,5.1 Dichotomous Keys Gizmo,Hw,87.12730318,465,394.99333,F
OcnA-S216-02,95624,5.1 - 5.2 Quiz,Qz,87.12730318,10,10,M
OcnA-S216-02,95624,5.3 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,5.4 Algae in Your House,Hw,87.12730318,5,5,F
OcnA-S216-02,95624,PROGRESS CHECK 3 @ 04-19-16,NA,87.12730318,10,10,F
OcnA-S216-02,95624,5.4 - 5.5 Quiz,Qz,87.12730318,30,NA,F
OcnA-S216-02,95624,Unit 5 Project,Hw,87.12730318,20,20,F
OcnA-S216-02,95624,Unit 5 Test,Qz,87.12730318,237,177.6,F
OcnA-S216-02,95624,6.1 Quiz,Qz,87.12730318,5,2,F
OcnA-S216-02,95624,6.2 Coral Reef Watch,Hw,87.12730318,30,13.88,F
OcnA-S216-02,95624,6.2 - 6.3 Quiz,Qz,87.12730318,5,4,F
OcnA-S216-02,95624,6.4 Quiz,Qz,87.12730318,145,143,F
OcnA-S216-02,95624,Unit 6 Project,Hw,87.12730318,597,169.08,M
OcnA-S216-02,95624,Unit 6 Test,Qz,87.12730318,5,NA,F
OcnA-S216-02,95624,7.1 Mollusk Comparison,Hw,87.12730318,5,5,F
OcnA-S216-02,95624,7.1 - 7.2 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,PROGRESS CHECK 4 @ 05-16-16,NA,87.12730318,5,5,F
OcnA-S216-02,95624,7.3 Shrimping Tourism Discussion,Hw,87.12730318,15,13,F
OcnA-S216-02,95624,7.3 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,7.4 - 7.5 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,Unit 7 Project,Hw,87.12730318,10,6,F
OcnA-S216-02,95624,Unit 7 Test,Qz,87.12730318,235,228,F
OcnA-S216-02,95624,8.1 Shark Tracker,Hw,87.12730318,10,8,F
OcnA-S216-02,95624,8.1 - 8.2 Quiz,Qz,87.12730318,10,5,F
OcnA-S216-02,95624,8.3 Turtle Egg Harvest Discussion,Hw,87.12730318,5,NA,M
OcnA-S216-02,95624,8.3 - 8.4 Quiz,Qz,87.12730318,10,10,F
OcnA-S216-02,95624,Unit 8 Project,Hw,87.12730318,237,197.88,F
OcnA-S216-02,95624,Unit 8 Test,Qz,87.12730318,5,5,F
OcnA-S216-02,95624,POINTS EARNED & TOTAL COURSE POINTS,NA,87.12730318,597,567.2,F
OcnA-S216-02,95868,POINTS EARNED & TOTAL COURSE POINTS,NA,39.41038526,5,NA,M
OcnA-S216-02,95868,WORK ATTEMPTED,NA,39.41038526,20,18,M
OcnA-S216-02,95868,0.1 Message Your Instructor,Hw,39.41038526,345,320.05,M
OcnA-S216-02,95868,0.2 Introduce Yourself,Hw,39.41038526,12,12,F
OcnA-S216-02,95868,0.3: Intro Assignment - Submitting Files,Hw,39.41038526,30,30,F
OcnA-S216-02,95868,1.1 Quiz,Qz,39.41038526,30,24,F
OcnA-S216-02,95868,1.2 Effect of Environment Gizmo,Hw,39.41038526,15,13,F
OcnA-S216-02,95868,1.2 - 1.3 Quiz,Qz,39.41038526,145,141,F
OcnA-S216-02,95868,Unit 1 Project,Hw,39.41038526,5,5,M
OcnA-S216-02,95868,Unit 1 Test,Qz,39.41038526,15,15,F
OcnA-S216-02,95868,PROGRESS CHECK 1 @ 02-18-16,NA,39.41038526,597,436.28,M
OcnA-S216-02,95868,2.1 Significant Events,Hw,39.41038526,5,NA,M
OcnA-S216-02,95868,2.2 Ocean Mapping Gizmo,Hw,39.41038526,10,8,F
OcnA-S216-02,95868,2.1 - 2.3 Quiz,Qz,39.41038526,10,10,F
OcnA-S216-02,95868,2.4 - 2.5 Quiz,Qz,39.41038526,10,NA,M
OcnA-S216-02,95868,Unit 2 Project,Hw,39.41038526,10,NA,F
OcnA-S216-02,95868,Unit 2 Test,Qz,39.41038526,345,313.5,F
OcnA-S216-02,95868,3.1 Big Bang Theory Discussion,Hw,39.41038526,5,NA,M
OcnA-S216-02,95868,3.1 - 3.2 Quiz,Qz,39.41038526,10,10,F
OcnA-S216-02,95868,3.3 Quiz,Qz,39.41038526,10,10,F
OcnA-S216-02,95868,Unit 3 Project,Hw,39.41038526,5,NA,F
OcnA-S216-02,95868,Unit 3 Test,Qz,39.41038526,5,5,F
OcnA-S216-02,95868,PROGRESS CHECK 2 @ 03-16-16,NA,39.41038526,5,4,F
OcnA-S216-02,95868,4.1 What is Life Essay,Hw,39.41038526,10,5.75,M
OcnA-S216-02,95868,4.1 - 4.2 Quiz,Qz,39.41038526,5,NA,F
OcnA-S216-02,95868,4.3 Quiz,Qz,39.41038526,10,10,F
OcnA-S216-02,95868,4.4 Quiz,Qz,39.41038526,10,NA,M
OcnA-S216-02,95868,Unit 4 Project,Hw,39.41038526,10,10,F
OcnA-S216-02,95868,Unit 4 Test,Qz,39.41038526,625,NA,M
OcnA-S216-02,95868,5.1 Dichotomous Keys Gizmo,Hw,39.41038526,10,9,F
OcnA-S216-02,95868,5.1 - 5.2 Quiz,Qz,39.41038526,5,NA,F
OcnA-S216-02,95868,5.3 Quiz,Qz,39.41038526,20,16,F
OcnA-S216-02,95868,5.4 Algae in Your House,Hw,39.41038526,5,5,M
OcnA-S216-02,95868,PROGRESS CHECK 3 @ 04-19-16,NA,39.41038526,5,NA,M
OcnA-S216-02,95868,5.4 - 5.5 Quiz,Qz,39.41038526,5,5,F
OcnA-S216-02,95868,Unit 5 Project,Hw,39.41038526,10,10,F
OcnA-S216-02,95868,Unit 5 Test,Qz,39.41038526,10,7.33333,F
OcnA-S216-02,95868,6.1 Quiz,Qz,39.41038526,10,NA,F
OcnA-S216-02,95868,6.2 Coral Reef Watch,Hw,39.41038526,5,5,M
OcnA-S216-02,95868,6.2 - 6.3 Quiz,Qz,39.41038526,10,10,M
OcnA-S216-02,95868,6.4 Quiz,Qz,39.41038526,30,30,F
OcnA-S216-02,95868,Unit 6 Project,Hw,39.41038526,5,5,F
OcnA-S216-02,95868,Unit 6 Test,Qz,39.41038526,10,9,F
OcnA-S216-02,95868,7.1 Mollusk Comparison,Hw,39.41038526,5,4,F
OcnA-S216-02,95868,7.1 - 7.2 Quiz,Qz,39.41038526,15,13.5,M
OcnA-S216-02,95868,PROGRESS CHECK 4 @ 05-16-16,NA,39.41038526,25,25,M
OcnA-S216-02,95868,7.3 Shrimping Tourism Discussion,Hw,39.41038526,5,5,F
OcnA-S216-02,95868,7.3 Quiz,Qz,39.41038526,10,8,F
OcnA-S216-02,95868,7.4 - 7.5 Quiz,Qz,39.41038526,24,14,F
OcnA-S216-02,95868,Unit 7 Project,Hw,39.41038526,10,10,F
OcnA-S216-02,95868,Unit 7 Test,Qz,39.41038526,10,8,F
OcnA-S216-02,95868,8.1 Shark Tracker,Hw,39.41038526,5,5,F
OcnA-S216-02,95868,8.1 - 8.2 Quiz,Qz,39.41038526,10,10,F
OcnA-S216-02,95868,8.3 Turtle Egg Harvest Discussion,Hw,39.41038526,5,5,F
OcnA-S216-02,95868,8.3 - 8.4 Quiz,Qz,39.41038526,10,10,M
OcnA-S216-02,95868,Unit 8 Project,Hw,39.41038526,15,10,F
OcnA-S216-02,95868,Unit 8 Test,Qz,39.41038526,5,5,F
OcnA-S216-02,95868,POINTS EARNED & TOTAL COURSE POINTS,NA,39.41038526,30,24,F
OcnA-S216-02,95921,POINTS EARNED & TOTAL COURSE POINTS,NA,80.97822446,10,10,F
OcnA-S216-02,95921,WORK ATTEMPTED,NA,80.97822446,10,10,F
OcnA-S216-02,95921,0.1 Message Your Instructor,Hw,80.97822446,10,NA,M
OcnA-S216-02,95921,0.2 Introduce Yourself,Hw,80.97822446,10,10,M
OcnA-S216-02,95921,0.3: Intro Assignment - Submitting Files,Hw,80.97822446,10,6.5,F
OcnA-S216-02,95921,1.1 Quiz,Qz,80.97822446,465,62.75,M
OcnA-S216-02,95921,1.2 Effect of Environment Gizmo,Hw,80.97822446,5,5,F
OcnA-S216-02,95921,1.2 - 1.3 Quiz,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,Unit 1 Project,Hw,80.97822446,15,15,M
OcnA-S216-02,95921,Unit 1 Test,Qz,80.97822446,5,5,F
OcnA-S216-02,95921,PROGRESS CHECK 1 @ 02-18-16,NA,80.97822446,10,10,F
OcnA-S216-02,95921,2.1 Significant Events,Hw,80.97822446,10,6,F
OcnA-S216-02,95921,2.2 Ocean Mapping Gizmo,Hw,80.97822446,37,37,M
OcnA-S216-02,95921,2.1 - 2.3 Quiz,Qz,80.97822446,10,9,F
OcnA-S216-02,95921,2.4 - 2.5 Quiz,Qz,80.97822446,5,5,M
OcnA-S216-02,95921,Unit 2 Project,Hw,80.97822446,5,5,F
OcnA-S216-02,95921,Unit 2 Test,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,3.1 Big Bang Theory Discussion,Hw,80.97822446,30,26,F
OcnA-S216-02,95921,3.1 - 3.2 Quiz,Qz,80.97822446,10,NA,M
OcnA-S216-02,95921,3.3 Quiz,Qz,80.97822446,10,10,M
OcnA-S216-02,95921,Unit 3 Project,Hw,80.97822446,10,8,F
OcnA-S216-02,95921,Unit 3 Test,Qz,80.97822446,10,NA,F
OcnA-S216-02,95921,PROGRESS CHECK 2 @ 03-16-16,NA,80.97822446,50,43.75,M
OcnA-S216-02,95921,4.1 What is Life Essay,Hw,80.97822446,10,10,F
OcnA-S216-02,95921,4.1 - 4.2 Quiz,Qz,80.97822446,30,30,F
OcnA-S216-02,95921,4.3 Quiz,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,4.4 Quiz,Qz,80.97822446,5,5,F
OcnA-S216-02,95921,Unit 4 Project,Hw,80.97822446,353,333,F
OcnA-S216-02,95921,Unit 4 Test,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,5.1 Dichotomous Keys Gizmo,Hw,80.97822446,10,6,F
OcnA-S216-02,95921,5.1 - 5.2 Quiz,Qz,80.97822446,10,NA,M
OcnA-S216-02,95921,5.3 Quiz,Qz,80.97822446,5,NA,F
OcnA-S216-02,95921,5.4 Algae in Your House,Hw,80.97822446,10,7.5,F
OcnA-S216-02,95921,PROGRESS CHECK 3 @ 04-19-16,NA,80.97822446,10,10,F
OcnA-S216-02,95921,5.4 - 5.5 Quiz,Qz,80.97822446,10,NA,M
OcnA-S216-02,95921,Unit 5 Project,Hw,80.97822446,10,10,F
OcnA-S216-02,95921,Unit 5 Test,Qz,80.97822446,5,5,F
OcnA-S216-02,95921,6.1 Quiz,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,6.2 Coral Reef Watch,Hw,80.97822446,10,9,M
OcnA-S216-02,95921,6.2 - 6.3 Quiz,Qz,80.97822446,244,231,F
OcnA-S216-02,95921,6.4 Quiz,Qz,80.97822446,5,NA,F
OcnA-S216-02,95921,Unit 6 Project,Hw,80.97822446,30,30,F
OcnA-S216-02,95921,Unit 6 Test,Qz,80.97822446,5,4,F
OcnA-S216-02,95921,7.1 Mollusk Comparison,Hw,80.97822446,15,14,M
OcnA-S216-02,95921,7.1 - 7.2 Quiz,Qz,80.97822446,10,NA,F
OcnA-S216-02,95921,PROGRESS CHECK 4 @ 05-16-16,NA,80.97822446,244,208,F
OcnA-S216-02,95921,7.3 Shrimping Tourism Discussion,Hw,80.97822446,12,10.56,F
OcnA-S216-02,95921,7.3 Quiz,Qz,80.97822446,105,104.13,F
OcnA-S216-02,95921,7.4 - 7.5 Quiz,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,Unit 7 Project,Hw,80.97822446,5,5,M
OcnA-S216-02,95921,Unit 7 Test,Qz,80.97822446,5,5,M
OcnA-S216-02,95921,8.1 Shark Tracker,Hw,80.97822446,5,NA,F
OcnA-S216-02,95921,8.1 - 8.2 Quiz,Qz,80.97822446,30,28,F
OcnA-S216-02,95921,8.3 Turtle Egg Harvest Discussion,Hw,80.97822446,50,50,F
OcnA-S216-02,95921,8.3 - 8.4 Quiz,Qz,80.97822446,10,10,F
OcnA-S216-02,95921,Unit 8 Project,Hw,80.97822446,10,8.5,F
OcnA-S216-02,95921,Unit 8 Test,Qz,80.97822446,10,NA,M
OcnA-S216-02,95921,POINTS EARNED & TOTAL COURSE POINTS,NA,80.97822446,5,5,F
OcnA-T116-01,79893,POINTS EARNED & TOTAL COURSE POINTS,NA,94.46566164,5,5,M
OcnA-T116-01,79893,WORK ATTEMPTED,NA,94.46566164,5,5,M
OcnA-T116-01,79893,0.1 Message Your Instructor,Hw,94.46566164,55,40,F
OcnA-T116-01,79893,0.2 Introduce Yourself,Hw,94.46566164,10,10,F
OcnA-T116-01,79893,0.3: Intro Assignment - Submitting Files,Hw,94.46566164,12,12,M
OcnA-T116-01,79893,1.1 Quiz,Qz,94.46566164,5,5,F
OcnA-T116-01,79893,1.2 Effect of Environment Gizmo,Hw,94.46566164,30,28.88,F
OcnA-T116-01,79893,1.2 - 1.3 Quiz,Qz,94.46566164,235,232.5,F
OcnA-T116-01,79893,Unit 1 Project,Hw,94.46566164,244,20,F
OcnA-T116-01,79893,Unit 1 Test,Qz,94.46566164,10,4.38,F
OcnA-T116-01,79893,PROGRESS CHECK 1 @ 09-23-15,NA,94.46566164,20,20,F
OcnA-T116-01,79893,2.1 Significant Events,Hw,94.46566164,37,37,F
OcnA-T116-01,79893,2.2 Ocean Mapping Gizmo,Hw,94.46566164,24,18,F
OcnA-T116-01,79893,2.1 - 2.3 Quiz,Qz,94.46566164,12,12,F
OcnA-T116-01,79893,2.4 - 2.5 Quiz,Qz,94.46566164,10,10,F
OcnA-T116-01,79893,Unit 2 Project,Hw,94.46566164,10,NA,F
OcnA-T116-01,79893,Unit 2 Test,Qz,94.46566164,10,6,F
OcnA-T116-01,79893,3.1 Big Bang Theory Discussion,Hw,94.46566164,438,289,M
OcnA-T116-01,79893,3.1 - 3.2 Quiz,Qz,94.46566164,10,10,F
OcnA-T116-01,79893,3.3 Quiz,Qz,94.46566164,10,NA,M
OcnA-T116-01,79893,Unit 3 Project,Hw,94.46566164,28,20,F
OcnA-T116-01,79893,Unit 3 Test,Qz,94.46566164,80,59.75,F
OcnA-T116-01,79893,PROGRESS CHECK 2 @ 10-09-15,NA,94.46566164,105,NA,F
OcnA-T116-01,79893,4.1 What is Life Essay,Hw,94.46566164,10,10,F
OcnA-T116-01,79893,4.1 - 4.2 Quiz,Qz,94.46566164,10,10,M
OcnA-T116-01,79893,4.3 Quiz,Qz,94.46566164,30,11.85,M
OcnA-T116-01,79893,4.4 Quiz,Qz,94.46566164,522,310.1,F
OcnA-T116-01,79893,Unit 4 Project,Hw,94.46566164,24,16,F
OcnA-T116-01,79893,Unit 4 Test,Qz,94.46566164,30,30,F
OcnA-T116-01,79893,5.1 Dichotomous Keys Gizmo,Hw,94.46566164,145,117.5,F
OcnA-T116-01,79893,5.1 - 5.2 Quiz,Qz,94.46566164,20,20,M
OcnA-T116-01,79893,5.3 Quiz,Qz,94.46566164,5,4,M
OcnA-T116-01,79893,5.4 Algae in Your House,Hw,94.46566164,5,5,F
OcnA-T116-01,79893,PROGRESS CHECK 3 @ 10-28-15,NA,94.46566164,438,424,F
OcnA-T116-01,79893,5.4 - 5.5 Quiz,Qz,94.46566164,5,10,M
OcnA-T116-01,79893,Unit 5 Project,Hw,94.46566164,10,9.5,F
OcnA-T116-01,79893,Unit 5 Test,Qz,94.46566164,597,558.06,F
OcnA-T116-01,79893,6.1 Quiz,Qz,94.46566164,30,28.88,F
OcnA-T116-01,79893,6.2 Coral Reef Watch,Hw,94.46566164,10,10,F
OcnA-T116-01,79893,6.2 - 6.3 Quiz,Qz,94.46566164,10,10,F
OcnA-T116-01,79893,6.4 Quiz,Qz,94.46566164,10,NA,M
OcnA-T116-01,79893,Unit 6 Project,Hw,94.46566164,10,10,F
OcnA-T116-01,79893,Unit 6 Test,Qz,94.46566164,5,5,M
OcnA-T116-01,79893,7.1 Mollusk Comparison,Hw,94.46566164,5,3,F
OcnA-T116-01,79893,7.1 - 7.2 Quiz,Qz,94.46566164,597,428.7,M
OcnA-T116-01,79893,PROGRESS CHECK 4 @ 11-13-15,NA,94.46566164,75,65,F
OcnA-T116-01,79893,7.3 Shrimping Tourism Discussion,Hw,94.46566164,5,5,F
OcnA-T116-01,79893,7.3 Quiz,Qz,94.46566164,10,8,M
OcnA-T116-01,79893,7.4 - 7.5 Quiz,Qz,94.46566164,10,10,F
OcnA-T116-01,79893,Unit 7 Project,Hw,94.46566164,10,10,F
OcnA-T116-01,79893,Unit 7 Test,Qz,94.46566164,10,10,M
OcnA-T116-01,79893,8.1 Shark Tracker,Hw,94.46566164,15,9,F
OcnA-T116-01,79893,8.1 - 8.2 Quiz,Qz,94.46566164,30,24,F
OcnA-T116-01,79893,8.3 Turtle Egg Harvest Discussion,Hw,94.46566164,5,5,F
OcnA-T116-01,79893,8.3 - 8.4 Quiz,Qz,94.46566164,5,5,M
OcnA-T116-01,79893,Unit 8 Project,Hw,94.46566164,5,4,M
OcnA-T116-01,79893,Unit 8 Test,Qz,94.46566164,10,4.38,F
OcnA-T116-01,79893,POINTS EARNED & TOTAL COURSE POINTS,NA,94.46566164,10,NA,M
OcnA-T116-01,84645,POINTS EARNED & TOTAL COURSE POINTS,NA,22.680067,10,9,F
OcnA-T116-01,84645,WORK ATTEMPTED,NA,22.680067,30,25,M
OcnA-T116-01,84645,0.1 Message Your Instructor,Hw,22.680067,10,6,M
OcnA-T116-01,84645,0.2 Introduce Yourself,Hw,22.680067,37,37,F
OcnA-T116-01,84645,0.3: Intro Assignment - Submitting Files,Hw,22.680067,30,29,F
OcnA-T116-01,84645,1.1 Quiz,Qz,22.680067,10,10,F
OcnA-T116-01,84645,1.2 Effect of Environment Gizmo,Hw,22.680067,597,340.1,F
OcnA-T116-01,84645,1.2 - 1.3 Quiz,Qz,22.680067,10,10,M
OcnA-T116-01,84645,Unit 1 Project,Hw,22.680067,12,12,F
OcnA-T116-01,84645,Unit 1 Test,Qz,22.680067,10,9.13,F
OcnA-T116-01,84645,PROGRESS CHECK 1 @ 09-23-15,NA,22.680067,5,NA,F
OcnA-T116-01,84645,2.1 Significant Events,Hw,22.680067,5,5,M
OcnA-T116-01,84645,2.2 Ocean Mapping Gizmo,Hw,22.680067,10,8,F
OcnA-T116-01,84645,2.1 - 2.3 Quiz,Qz,22.680067,20,20,M
OcnA-T116-01,84645,2.4 - 2.5 Quiz,Qz,22.680067,5,5,M
OcnA-T116-01,84645,Unit 2 Project,Hw,22.680067,5,NA,M
OcnA-T116-01,84645,Unit 2 Test,Qz,22.680067,10,NA,F
OcnA-T116-01,84645,3.1 Big Bang Theory Discussion,Hw,22.680067,10,10,F
OcnA-T116-01,84645,3.1 - 3.2 Quiz,Qz,22.680067,10,10,F
OcnA-T116-01,84645,3.3 Quiz,Qz,22.680067,10,10,M
OcnA-T116-01,84645,Unit 3 Project,Hw,22.680067,5,5,F
OcnA-T116-01,84645,Unit 3 Test,Qz,22.680067,5,5,F
OcnA-T116-01,84645,PROGRESS CHECK 2 @ 10-09-15,NA,22.680067,5,4,M
OcnA-T116-01,84645,4.1 What is Life Essay,Hw,22.680067,10,10,M
OcnA-T116-01,84645,4.1 - 4.2 Quiz,Qz,22.680067,15,15,F
OcnA-T116-01,84645,4.3 Quiz,Qz,22.680067,465,416.105,F
OcnA-T116-01,84645,4.4 Quiz,Qz,22.680067,30,22,F
OcnA-T116-01,84645,Unit 4 Project,Hw,22.680067,5,NA,M
OcnA-T116-01,84645,Unit 4 Test,Qz,22.680067,10,NA,F
OcnA-T116-01,84645,5.1 Dichotomous Keys Gizmo,Hw,22.680067,10,10,F
OcnA-T116-01,84645,5.1 - 5.2 Quiz,Qz,22.680067,10,10,F
OcnA-T116-01,84645,5.3 Quiz,Qz,22.680067,28,24,F
OcnA-T116-01,84645,5.4 Algae in Your House,Hw,22.680067,615,570.7,F
OcnA-T116-01,84645,PROGRESS CHECK 3 @ 10-28-15,NA,22.680067,80,75.7,F
OcnA-T116-01,84645,5.4 - 5.5 Quiz,Qz,22.680067,24,NA,M
OcnA-T116-01,84645,Unit 5 Project,Hw,22.680067,5,5,F
OcnA-T116-01,84645,Unit 5 Test,Qz,22.680067,5,4.5,M
OcnA-T116-01,84645,6.1 Quiz,Qz,22.680067,10,1,M
OcnA-T116-01,84645,6.2 Coral Reef Watch,Hw,22.680067,10,7.4,F
OcnA-T116-01,84645,6.2 - 6.3 Quiz,Qz,22.680067,5,5,M
OcnA-T116-01,84645,6.4 Quiz,Qz,22.680067,10,8,F
OcnA-T116-01,84645,Unit 6 Project,Hw,22.680067,10,9.5,F
OcnA-T116-01,84645,Unit 6 Test,Qz,22.680067,10,10,F
OcnA-T116-01,84645,7.1 Mollusk Comparison,Hw,22.680067,30,NA,F
OcnA-T116-01,84645,7.1 - 7.2 Quiz,Qz,22.680067,5,5,F
OcnA-T116-01,84645,PROGRESS CHECK 4 @ 11-13-15,NA,22.680067,5,3,F
OcnA-T116-01,84645,7.3 Shrimping Tourism Discussion,Hw,22.680067,5,NA,F
OcnA-T116-01,84645,7.3 Quiz,Qz,22.680067,10,10,F
OcnA-T116-01,84645,7.4 - 7.5 Quiz,Qz,22.680067,10,NA,M
OcnA-T116-01,84645,Unit 7 Project,Hw,22.680067,10,10,F
OcnA-T116-01,84645,Unit 7 Test,Qz,22.680067,10,10,F
OcnA-T116-01,84645,8.1 Shark Tracker,Hw,22.680067,10,10,F
OcnA-T116-01,84645,8.1 - 8.2 Quiz,Qz,22.680067,10,10,M
OcnA-T116-01,84645,8.3 Turtle Egg Harvest Discussion,Hw,22.680067,140,118,F
OcnA-T116-01,84645,8.3 - 8.4 Quiz,Qz,22.680067,10,NA,F
OcnA-T116-01,84645,Unit 8 Project,Hw,22.680067,10,9,M
OcnA-T116-01,84645,Unit 8 Test,Qz,22.680067,5,10,F
OcnA-T116-01,84645,POINTS EARNED & TOTAL COURSE POINTS,NA,22.680067,10,10,F
OcnA-T116-01,84684,POINTS EARNED & TOTAL COURSE POINTS,NA,90.80569514,15,13,M
OcnA-T116-01,84684,WORK ATTEMPTED,NA,90.80569514,10,8,F
OcnA-T116-01,84684,0.1 Message Your Instructor,Hw,90.80569514,5,3,F
OcnA-T116-01,84684,0.2 Introduce Yourself,Hw,90.80569514,10,8.5,F
OcnA-T116-01,84684,0.3: Intro Assignment - Submitting Files,Hw,90.80569514,10,NA,F
OcnA-T116-01,84684,1.1 Quiz,Qz,90.80569514,30,27.75,F
OcnA-T116-01,84684,1.2 Effect of Environment Gizmo,Hw,90.80569514,30,30,F
OcnA-T116-01,84684,1.2 - 1.3 Quiz,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,Unit 1 Project,Hw,90.80569514,20,12,F
OcnA-T116-01,84684,Unit 1 Test,Qz,90.80569514,5,5,F
OcnA-T116-01,84684,PROGRESS CHECK 1 @ 09-23-15,NA,90.80569514,10,10,F
OcnA-T116-01,84684,2.1 Significant Events,Hw,90.80569514,10,8,M
OcnA-T116-01,84684,2.2 Ocean Mapping Gizmo,Hw,90.80569514,10,8,M
OcnA-T116-01,84684,2.1 - 2.3 Quiz,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,2.4 - 2.5 Quiz,Qz,90.80569514,20,16,F
OcnA-T116-01,84684,Unit 2 Project,Hw,90.80569514,10,5,F
OcnA-T116-01,84684,Unit 2 Test,Qz,90.80569514,10,6,M
OcnA-T116-01,84684,3.1 Big Bang Theory Discussion,Hw,90.80569514,10,5,F
OcnA-T116-01,84684,3.1 - 3.2 Quiz,Qz,90.80569514,10,4.75,M
OcnA-T116-01,84684,3.3 Quiz,Qz,90.80569514,10,5,F
OcnA-T116-01,84684,Unit 3 Project,Hw,90.80569514,105,71.675,F
OcnA-T116-01,84684,Unit 3 Test,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,PROGRESS CHECK 2 @ 10-09-15,NA,90.80569514,5,4.8,F
OcnA-T116-01,84684,4.1 What is Life Essay,Hw,90.80569514,10,10,F
OcnA-T116-01,84684,4.1 - 4.2 Quiz,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,4.3 Quiz,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,4.4 Quiz,Qz,90.80569514,30,NA,F
OcnA-T116-01,84684,Unit 4 Project,Hw,90.80569514,75,15,M
OcnA-T116-01,84684,Unit 4 Test,Qz,90.80569514,10,8,M
OcnA-T116-01,84684,5.1 Dichotomous Keys Gizmo,Hw,90.80569514,30,25,M
OcnA-T116-01,84684,5.1 - 5.2 Quiz,Qz,90.80569514,15,NA,M
OcnA-T116-01,84684,5.3 Quiz,Qz,90.80569514,55,45,M
OcnA-T116-01,84684,5.4 Algae in Your House,Hw,90.80569514,5,5,M
OcnA-T116-01,84684,PROGRESS CHECK 3 @ 10-28-15,NA,90.80569514,5,5,F
OcnA-T116-01,84684,5.4 - 5.5 Quiz,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,Unit 5 Project,Hw,90.80569514,720,617.3,M
OcnA-T116-01,84684,Unit 5 Test,Qz,90.80569514,5,5,M
OcnA-T116-01,84684,6.1 Quiz,Qz,90.80569514,10,10,F
OcnA-T116-01,84684,6.2 Coral Reef Watch,Hw,90.80569514,5,5,M
OcnA-T116-01,84684,6.2 - 6.3 Quiz,Qz,90.80569514,30,30,F
OcnA-T116-01,84684,6.4 Quiz,Qz,90.80569514,5,4.25,F
